OPE ID,School,academic_year,State,Zip Code,School Type,dl_sub_rec,dl_sub_#loans_disbursed,dl_sub_$loans_disbursed,dl_unsub_underg_rec,dl_unsub_underg#loans_disbursed,dl_unsub_underg$loans_disbursed,dl_unsub_grad_rec,dl_unsub_grad#loans_disbursed,dl_unsub_grad$loans_disbursed,dl_parentplus_rec,dl_parentplus#loans_disbursed,dl_parentplus$loans_disbursed,dl_gradplus_rec,dl_gradplus#loans_disbursed,dl_gradplus$loans_disbursed
311000,OTTERBEIN UNIVERSITY,2017_2018,OH,430812006,Private-Nonprofit,1264,2529,5235159,1410,2940,4993345,188,584,3637207,421,853,6864107,47,147,1365030
311300,PONTIFICAL COLLEGE JOSEPHINUM,2017_2018,OH,432351498,Private-Nonprofit,10,20,48000,8,18,26500,5,12,42902,-,-, -,-,-, -
311400,FIRELANDS REGIONAL MEDICAL CENTER,2017_2018,OH,448704788,Private-Nonprofit,19,62,107173,18,59,135541,-,-, -,-,-, -,-,-, -
311600,UNIVERSITY OF RIO GRANDE,2017_2018,OH,456743131,Private-Nonprofit,1017,2046,3693728,957,1950,3842796,28,89,509307,85,170,767300,1,2,3227
311900,SINCLAIR COMMUNITY COLLEGE,2017_2018,OH,454021460,Public,4609,8952,12651908,3967,7971,10823198,-,-, -,27,52,87775,-,-, -
312100,TIFFIN UNIVERSITY,2017_2018,OH,448832161,Private-Nonprofit,1357,2974,5788974,1374,3379,5529156,554,1673,8379840,289,598,3729929,10,19,71144
312200,UNITED THEOLOGICAL SEMINARY,2017_2018,OH,454262308,Private-Nonprofit,-,-, -,7,9,55745,247,413,2900537,-,-, -,20,34,372896
312300,UNIVERSITY OF AKRON (THE),2017_2018,OH,443254702,Public,7772,15188,29708174,7686,15594,28343943,1366,2837,20842269,1815,3488,22272087,331,682,5607061
312500,UNIVERSITY OF CINCINNATI,2017_2018,OH,452210125,Public,13356,26267,52253340,13453,28220,52259700,4776,9956,90373244,4285,8973,60678300,2179,4661,24561555
312700,UNIVERSITY OF DAYTON,2017_2018,OH,454691668,Private-Nonprofit,2971,5645,12124495,3748,7123,12944220,1015,2028,13888412,827,1561,16088917,304,650,5823174
313100,UNIVERSITY OF TOLEDO,2017_2018,OH,436063390,Public,6124,12627,23993249,6492,14427,26205500,1673,5879,45217322,1569,3320,18428551,836,2369,15941150
313400,URSULINE COLLEGE,2017_2018,OH,441244398,Private-Nonprofit,422,889,1854662,448,989,2314201,357,839,6221034,61,118,850247,27,68,406614
313500,WALSH UNIVERSITY,2017_2018,OH,447203396,Private-Nonprofit,1107,2529,4885371,1193,2720,4872819,295,884,5977996,251,543,3379526,64,226,1260646
314100,WILBERFORCE UNIVERSITY,2017_2018,OH,453841001,Private-Nonprofit,466,879,1510948,438,1079,1621169,19,44,321608,103,182,582095,1,2,9901
314200,WILMINGTON COLLEGE,2017_2018,OH,451772499,Private-Nonprofit,835,1664,3492616,844,1728,2930284,-,-, -,225,427,2717713,-,-, -
314300,WITTENBERG UNIVERSITY,2017_2018,OH,455012199,Private-Nonprofit,1102,2108,4599735,1254,2469,4470469,3,6,29100,461,955,6825962,-,-, -
314400,XAVIER UNIVERSITY,2017_2018,OH,452071035,Private-Nonprofit,1807,3658,7854717,2432,5065,10015776,771,1957,14812638,601,1308,12278903,77,177,846621
314500,YOUNGSTOWN STATE UNIVERSITY,2017_2018,OH,445550001,Public,5012,10259,18391983,4944,10486,18847057,704,1729,9857227,1027,2081,9064198,47,133,546564
314600,WESTERN OKLAHOMA STATE COLLEGE,2017_2018,OK,735211397,Public,253,512,805952,168,327,605606,-,-, -,2,3,7203,-,-, -
314700,BACONE COLLEGE,2017_2018,OK,744031597,Private-Nonprofit,658,1284,2307385,639,1348,2321708,-,-, -,205,399,2820091,-,-, -
314900,SOUTHERN NAZARENE UNIVERSITY,2017_2018,OK,730082694,Private-Nonprofit,932,1614,3604553,1057,1878,4615440,558,911,7668514,128,239,1471120,13,19,81946
315000,CAMERON UNIVERSITY,2017_2018,OK,735056377,Public,1506,2889,5523218,1370,2731,6179569,168,349,1991116,23,51,179177,-,-, -
315100,OKLAHOMA WESLEYAN UNIVERSITY,2017_2018,OK,740066299,Private-Nonprofit,776,1519,2924368,804,1649,3435362,124,228,1421886,231,413,3442540,-,-, -
315200,UNIVERSITY OF CENTRAL OKLAHOMA,2017_2018,OK,730345209,Public,5381,9800,20941928,4950,9239,20547157,777,1496,11301728,418,835,5076816,28,44,174247
315300,CONNORS STATE COLLEGE,2017_2018,OK,744692204,Public,730,1310,2247496,699,1248,2721730,-,-, -,36,63,193345,-,-, -
315400,EAST CENTRAL UNIVERSITY,2017_2018,OK,748206999,Public,1030,2064,3833339,977,1958,4079632,366,812,4316924,56,116,314610,-,-, -
315500,EASTERN OKLAHOMA STATE COLLEGE,2017_2018,OK,745784999,Public,395,720,1256745,348,622,1284086,-,-, -,7,16,53000,-,-, -
315600,REDLANDS COMMUNITY COLLEGE,2017_2018,OK,730365304,Public,276,544,781852,228,435,737186,-,-, -,5,10,34300,-,-, -
315700,LANGSTON UNIVERSITY,2017_2018,OK,730500000,Public,1356,2504,4969744,1373,2518,5305536,178,434,2916435,308,602,3223158,25,56,238008
315800,MURRAY STATE COLLEGE,2017_2018,OK,734603137,Public,626,1239,2103062,563,1116,2446237,-,-, -,38,72,341767,-,-, -
316000,NORTHEASTERN OKLAHOMA A & M COLLEGE,2017_2018,OK,743546497,Public,867,1565,2573161,762,1518,2739273,-,-, -,37,73,212350,-,-, -
316100,NORTHEASTERN STATE UNIVERSITY,2017_2018,OK,744642399,Public,2649,5158,9837505,2566,5023,11989815,688,1569,9955397,240,493,1784041,40,85,423964
316200,NORTHERN OKLAHOMA COLLEGE,2017_2018,OK,746530310,Public,944,1825,2728873,927,1797,2957166,-,-, -,71,138,633042,-,-, -
316300,NORTHWESTERN OKLAHOMA STATE UNIVERSITY -,2017_2018,OK,737172799,Public,711,1392,2523634,755,1501,2672718,70,163,534815,61,122,373609,-,-, -
316400,OKLAHOMA BAPTIST UNIVERSITY,2017_2018,OK,748012590,Private-Nonprofit,931,1733,3718850,964,1805,3156500,65,110,783128,235,431,2756580,-,-, -
316500,OKLAHOMA CHRISTIAN UNIVERSITY,2017_2018,OK,730130000,Private-Nonprofit,881,1718,3644476,940,1933,3514360,72,144,985618,235,468,3156166,2,3,9439
316600,OKLAHOMA CITY UNIVERSITY,2017_2018,OK,731061493,Private-Nonprofit,616,1293,2925314,698,1516,3271843,567,1508,12160961,326,708,7337542,312,925,10586366
316700,UNIVERSITY OF SCIENCE & ARTS OF OKLAHOMA,2017_2018,OK,730185322,Public,357,1023,1372523,308,943,1239008,-,-, -,31,81,234600,-,-, -
316800,ROGERS STATE UNIVERSITY - CLAREMORE,2017_2018,OK,740173252,Public,1639,3224,5417584,1551,3089,6511180,10,21,111052,79,178,569774,-,-, -
317000,OKLAHOMA STATE UNIVERSITY,2017_2018,OK,740781026,Public,7101,13655,28593784,7666,15211,30165069,1357,2814,23457500,2801,5460,48955099,226,432,2861976
317200,OKLAHOMA STATE UNIVERSITY INSTITUTE OF TECHNOLOGY - OKMULGEE,2017_2018,OK,744473901,Public,1141,2742,3438283,1085,2785,3953069,-,-, -,169,448,1749137,-,-, -
317400,OKLAHOMA PANHANDLE STATE UNIVERSITY,2017_2018,OK,739390000,Public,391,695,1325997,466,935,1852856,-,-, -,49,96,279060,-,-, -
317600,CARL ALBERT STATE COLLEGE,2017_2018,OK,749535208,Public,387,794,1184784,287,595,913925,-,-, -,-,-, -,-,-, -
317800,SEMINOLE STATE COLLEGE,2017_2018,OK,748180351,Public,451,821,1401518,388,699,1365370,-,-, -,10,20,45806,-,-, -
317900,SOUTHEASTERN OKLAHOMA STATE UNIVERSITY,2017_2018,OK,747010609,Public,1097,2060,4238968,988,1913,3993031,580,1289,6508815,100,194,847041,-,-, -
318000,SOUTHWESTERN CHRISTIAN UNIVERSITY,2017_2018,OK,730082335,Private-Nonprofit,366,662,1400391,380,750,1574826,11,21,158799,69,138,741553,-,-, -
318100,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,2017_2018,OK,730963098,Public,1521,2865,5506767,1542,2888,6536864,463,1310,7778700,203,395,1752424,17,30,67747
318300,SAINT GREGORY'S UNIVERSITY,2017_2018,OK,748042499,Private-Nonprofit,213,227,460018,210,224,438841,35,38,338987,25,27,160389,-,-, -
318400,UNIVERSITY OF OKLAHOMA - NORMAN CAMPUS,2017_2018,OK,730193073,Public,7005,13499,29541463,7470,14940,30192430,4043,9211,83873576,1454,2992,30433560,1095,2815,23785228
318500,UNIVERSITY OF TULSA (THE),2017_2018,OK,741049700,Private-Nonprofit,774,1503,3252257,863,1712,3458419,363,750,7220081,250,501,4909335,150,282,2035989
318600,BLUE MOUNTAIN COMMUNITY COLLEGE,2017_2018,OR,978010000,Public,269,759,959462,246,708,1107815,-,-, -,4,11,20000,-,-, -
318800,CENTRAL OREGON COMMUNITY COLLEGE,2017_2018,OR,977035998,Public,1407,3654,4478738,1283,3342,4828592,-,-, -,38,108,498842,-,-, -
318900,CLATSOP COMMUNITY COLLEGE,2017_2018,OR,971033698,Public,113,260,298714,99,240,414800,-,-, -,-,-, -,-,-, -
319100,CONCORDIA UNIVERSITY,2017_2018,OR,972116099,Private-Nonprofit,753,1616,3614945,817,1818,4467647,3519,6846,54458201,181,391,2752653,455,975,6659727
319300,EASTERN OREGON UNIVERSITY,2017_2018,OR,978502899,Public,1189,3316,5070280,1142,3124,5425346,90,300,1733120,177,508,1919886,13,44,185933
319400,GEORGE FOX UNIVERSITY,2017_2018,OR,971322697,Private-Nonprofit,1566,3492,6656342,1607,3448,5741107,825,1968,15187034,430,898,7419921,228,630,3251309
319600,LANE COMMUNITY COLLEGE,2017_2018,OR,974050640,Public,2278,5966,7073915,902,2512,4000215,-,-, -,63,157,501866,-,-, -
319700,LEWIS & CLARK COLLEGE,2017_2018,OR,972197899,Private-Nonprofit,679,1317,2903062,653,1286,2085426,718,2069,17032639,132,250,3000872,516,1845,18169390
319800,LINFIELD COLLEGE,2017_2018,OR,971286894,Private-Nonprofit,1310,2566,5863612,1389,3247,5696884,-,-, -,332,661,5367112,-,-, -
319900,MARYLHURST UNIVERSITY,2017_2018,OR,970367036,Private-Nonprofit,187,492,781722,182,467,990445,254,706,4416846,3,10,39228,111,304,1015214
320300,MOUNT ANGEL SEMINARY,2017_2018,OR,973739700,Private-Nonprofit,-,-, -,-,-, -,-,-, -,-,-, -,2,4,22689
320400,MOUNT HOOD COMMUNITY COLLEGE,2017_2018,OR,970303300,Public,1310,3433,3399645,1267,3372,4570665,-,-, -,6,21,31807,-,-, -
320600,MULTNOMAH UNIVERSITY,2017_2018,OR,972205814,Private-Nonprofit,261,454,1068596,235,441,924453,129,241,1768195,59,106,711501,1,2,14520
320700,PACIFIC NORTHWEST COLLEGE OF ART,2017_2018,OR,972093404,Private-Nonprofit,227,410,911038,234,427,852935,69,138,1386890,72,156,1343379,56,122,1123067
320800,NORTHWEST CHRISTIAN UNIVERSITY,2017_2018,OR,974013727,Private-Nonprofit,384,749,1551472,384,788,1612620,186,417,3205569,56,109,827201,15,28,123421
320900,WESTERN OREGON UNIVERSITY,2017_2018,OR,973611394,Public,2302,6295,9089301,2285,6640,8682680,275,688,3849000,545,1599,6485465,43,104,255656
321000,OREGON STATE UNIVERSITY,2017_2018,OR,973318507,Public,8930,27046,39127114,9041,27605,39633235,1090,4027,28585614,1569,5209,30011553,260,1180,5349945
321100,OREGON INSTITUTE OF TECHNOLOGY,2017_2018,OR,976018801,Public,1403,4332,5979703,1405,4459,6987460,32,124,653031,273,848,4000256,2,8,34838
321200,PACIFIC UNIVERSITY,2017_2018,OR,971161797,Private-Nonprofit,1110,2171,4844954,1114,2233,3892751,1487,4095,43604117,325,699,6330007,1172,3920,33438884
321300,PORTLAND COMMUNITY COLLEGE,2017_2018,OR,972197132,Public,7222,20159,23390460,6160,17431,25314446,-,-, -,38,112,356397,-,-, -
321600,PORTLAND STATE UNIVERSITY,2017_2018,OR,972010000,Public,8815,22767,34732890,8240,21249,37920938,2263,5964,36039086,617,1777,10501296,475,1399,5351245
321700,REED COLLEGE,2017_2018,OR,972028199,Private-Nonprofit,457,871,1873167,353,703,1215288,5,8,68500,70,136,1853207,1,1,549
321800,CHEMEKETA COMMUNITY COLLEGE,2017_2018,OR,973091500,Public,2242,6236,7624867,1890,5291,7725160,-,-, -,4,8,21164,-,-, -
321900,SOUTHERN OREGON UNIVERSITY,2017_2018,OR,975205010,Public,1931,5150,7635739,1942,5287,8032704,298,627,4190883,473,1373,7212679,121,319,1001989
322000,SOUTHWESTERN OREGON COMMUNITY COLLEGE,2017_2018,OR,974202956,Public,387,1098,1284175,424,1226,1477960,-,-, -,34,106,313829,-,-, -
322100,TREASURE VALLEY COMMUNITY COLLEGE,2017_2018,OR,979143423,Public,655,1627,2015982,593,1473,2243020,-,-, -,19,43,252458,-,-, -
322200,UMPQUA COMMUNITY COLLEGE,2017_2018,OR,974700226,Public,584,1581,1721540,144,377,540631,-,-, -,-,-, -,-,-, -
322300,UNIVERSITY OF OREGON,2017_2018,OR,974031226,Public,5703,16929,24123865,5883,17972,21731938,1427,3936,24220105,2684,8727,68457997,869,2601,13984617
322400,UNIVERSITY OF PORTLAND,2017_2018,OR,972035798,Private-Nonprofit,1461,2964,6536434,1537,3141,5536132,158,283,2288521,753,1575,16253104,59,111,641418
322500,WARNER PACIFIC UNIVERSITY,2017_2018,OR,972154099,Private-Nonprofit,584,1100,2484943,594,1118,2846716,82,146,1410782,62,112,825139,4,6,21340
322700,WILLAMETTE UNIVERSITY,2017_2018,OR,973013930,Private-Nonprofit,751,1445,3275974,779,1556,2435870,344,802,7865250,187,376,4033279,271,880,8056149
322800,BRYN ATHYN COLLEGE OF THE NEW CHURCH,2017_2018,PA,190090717,Private-Nonprofit,189,531,770514,190,533,655403,-,-, -,53,143,670944,-,-, -
322900,ALBRIGHT COLLEGE,2017_2018,PA,196125234,Private-Nonprofit,1558,2887,6439088,1653,3059,5623147,10,17,174250,390,750,5437841,-,-, -
323000,ALLEGHENY COLLEGE,2017_2018,PA,163353902,Private-Nonprofit,1086,2124,4711732,1177,2290,3524899,-,-, -,271,507,4097864,-,-, -
323100,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,2017_2018,PA,152331804,Public,3320,10823,9388328,3495,11378,13917307,-,-, -,43,118,160754,-,-, -
323300,ALVERNIA UNIVERSITY,2017_2018,PA,196071799,Private-Nonprofit,1478,2818,6216908,1607,3197,6648461,335,687,6264347,349,659,5985927,59,126,928945
323500,ARCADIA UNIVERSITY,2017_2018,PA,190383295,Private-Nonprofit,1530,2998,6824536,1614,3947,4946811,579,1562,11148846,403,841,6260451,250,769,6908446
323700,BRYN MAWR COLLEGE,2017_2018,PA,190102899,Private-Nonprofit,495,946,2139752,491,963,1726008,100,211,2139549,94,186,2294328,22,55,340964
323800,BUCKNELL UNIVERSITY,2017_2018,PA,178372122,Private-Nonprofit,930,1847,4154524,1043,2077,3320181,2,4,12848,227,441,7032640,-,-, -
323900,BUCKS COUNTY COMMUNITY COLLEGE,2017_2018,PA,189401320,Public,753,1288,2144864,987,1787,3745375,-,-, -,10,17,66808,-,-, -
324000,BUTLER COUNTY COMMUNITY COLLEGE,2017_2018,PA,160031203,Public,441,739,985935,542,932,1827926,-,-, -,20,29,95000,-,-, -
324100,CABRINI UNIVERSITY,2017_2018,PA,190873698,Private-Nonprofit,1063,2077,4181164,1182,2416,3869067,273,534,3519834,313,657,4292555,6,10,52005
324200,CARNEGIE-MELLON UNIVERSITY,2017_2018,PA,152133890,Private-Nonprofit,1886,3640,8104878,1417,2844,4059515,875,1699,16371022,325,675,7901642,587,1186,14973883
324300,CEDAR CREST COLLEGE,2017_2018,PA,181046196,Private-Nonprofit,999,1919,4188278,1065,2432,4102018,116,283,1565892,199,414,2877669,13,24,124649
324400,CHATHAM UNIVERSITY,2017_2018,PA,152322826,Private-Nonprofit,621,1167,2542605,695,1361,2418401,721,1736,15978473,168,348,2796005,270,723,6944055
324500,CHESTNUT HILL COLLEGE,2017_2018,PA,191182693,Private-Nonprofit,1040,2025,4191927,1100,2165,4764370,350,873,7017439,176,327,2846902,41,107,564165
324700,MISERICORDIA  UNIVERSITY,2017_2018,PA,186121008,Private-Nonprofit,1270,2505,5405210,1522,3111,5896471,405,811,7526595,326,626,4880299,69,134,825561
324900,COMMUNITY COLLEGE OF PHILADELPHIA,2017_2018,PA,191303991,Public,7203,14317,20941123,2478,5809,8107390,-,-, -,84,171,539885,-,-, -
325100,CURTIS INSTITUTE OF MUSIC,2017_2018,PA,191036187,Private-Nonprofit,20,39,93500,13,25,66750,6,12,48000,2,4,38535,-,-, -
325200,DELAWARE VALLEY UNIVERSITY,2017_2018,PA,189012697,Private-Nonprofit,1271,2403,5248915,1398,2630,4573764,101,245,1263052,439,843,8965792,1,3,17735
325300,DICKINSON COLLEGE,2017_2018,PA,170132896,Private-Nonprofit,847,1657,3625933,424,823,1438289,-,-, -,164,316,3876572,-,-, -
325600,DREXEL UNIVERSITY,2017_2018,PA,191042875,Private-Nonprofit,7085,23041,30153087,7172,23832,25548758,4053,10469,99181794,1705,5910,47891407,1622,4735,47498835
325800,DUQUESNE UNIVERSITY OF THE HOLY SPIRIT,2017_2018,PA,152820001,Private-Nonprofit,3271,6388,13865737,3847,7916,13106831,1742,3242,30113438,1252,2784,29111276,655,1501,13856643
325900,EASTERN UNIVERSITY,2017_2018,PA,190873696,Private-Nonprofit,1374,3399,5765781,1496,3722,6722223,526,1778,10246783,197,385,2723560,23,66,376565
326200,ELIZABETHTOWN COLLEGE,2017_2018,PA,170222298,Private-Nonprofit,1119,2141,4709283,1378,2733,5130162,86,174,1150061,293,570,5205788,6,12,50010
326300,EVANGELICAL THEOLOGICAL SEMINARY,2017_2018,PA,170671299,Private-Nonprofit,-,-, -,-,-, -,35,73,523418,-,-, -,-,-, -
326500,FRANKLIN & MARSHALL COLLEGE,2017_2018,PA,176032802,Private-Nonprofit,917,1862,3982764,583,1192,1834133,-,-, -,148,278,3379755,-,-, -
326600,GANNON UNIVERSITY,2017_2018,PA,165410001,Private-Nonprofit,1506,2874,6207493,1686,3235,5709130,699,1470,13425633,378,733,6007903,272,544,5647716
326700,GENEVA COLLEGE,2017_2018,PA,150103599,Private-Nonprofit,843,1604,3466676,910,1817,3321104,97,245,1555856,141,267,1735814,2,4,21294
326800,GETTYSBURG COLLEGE,2017_2018,PA,173251486,Private-Nonprofit,1138,2217,4967491,1188,2365,3515599,-,-, -,277,531,6713826,-,-, -
327000,GWYNEDD MERCY UNIVERSITY,2017_2018,PA,194370901,Private-Nonprofit,1407,2902,6019216,1588,3384,7738909,442,1164,7390914,222,432,3589376,36,91,626434
327200,HARCUM COLLEGE,2017_2018,PA,190103476,Private-Nonprofit,1188,2380,3937110,1285,2747,4947674,-,-, -,136,279,1993309,-,-, -
327300,HARRISBURG AREA COMMUNITY COLLEGE,2017_2018,PA,171102999,Public,7988,15030,24039456,7819,14972,31107238,-,-, -,66,128,305960,-,-, -
327400,HAVERFORD COLLEGE,2017_2018,PA,190411392,Private-Nonprofit,194,362,660413,171,329,592980,-,-, -,61,118,1393125,-,-, -
327500,HOLY FAMILY UNIVERSITY,2017_2018,PA,191142094,Private-Nonprofit,1245,2420,5197354,1476,2998,6238793,651,1465,9144535,232,455,2957515,3,5,31999
327600,IMMACULATA UNIVERSITY,2017_2018,PA,193450647,Private-Nonprofit,811,1588,3263839,994,2025,4255134,385,896,6166948,170,339,3215507,85,222,1613075
327700,INDIANA UNIVERSITY OF PENNSYLVANIA,2017_2018,PA,157059717,Public,6495,12467,26442672,7297,14305,24977909,1011,1944,16150082,1744,3775,23075264,164,284,1550771
327900,JUNIATA COLLEGE,2017_2018,PA,166522196,Private-Nonprofit,808,1559,3605035,877,1819,2591860,7,13,117625,191,378,3172006,3,6,44830
328000,KEYSTONE COLLEGE,2017_2018,PA,184400200,Private-Nonprofit,944,1809,3701111,1012,2156,3660124,16,27,185395,255,470,3057981,-,-, -
328200,KINGS COLLEGE,2017_2018,PA,187110801,Private-Nonprofit,1255,2428,5273247,1465,2878,4737030,108,233,2133970,402,795,6761977,64,175,1116943
328300,LACKAWANNA COLLEGE,2017_2018,PA,185099961,Private-Nonprofit,1383,2491,4697827,1484,2879,5386689,-,-, -,254,507,2339224,-,-, -
328400,LAFAYETTE COLLEGE,2017_2018,PA,180421768,Private-Nonprofit,519,1049,2061007,347,705,1319926,-,-, -,143,276,3791834,-,-, -
328500,LANCASTER BIBLE COLLEGE,2017_2018,PA,176015036,Private-Nonprofit,966,1870,3760297,1003,1955,4037371,191,421,2196569,92,165,1139997,3,4,28866
328600,LANCASTER THEOLOGICAL SEMINARY OF THE UNITED CHURCH OF CHRIST,2017_2018,PA,176032897,Private-Nonprofit,-,-, -,-,-, -,43,82,739513,-,-, -,-,-, -
328700,LA SALLE UNIVERSITY,2017_2018,PA,191411199,Private-Nonprofit,2258,4441,9594006,2359,4938,8469837,705,1572,13158925,607,1278,9689113,108,237,2239524
328800,LEBANON VALLEY COLLEGE,2017_2018,PA,170031400,Private-Nonprofit,1079,2082,4707049,1170,2363,3663830,80,155,1325074,365,713,5893212,31,61,505609
328900,LEHIGH UNIVERSITY,2017_2018,PA,180151588,Private-Nonprofit,1628,3286,6679596,1636,3260,5259311,186,322,2346200,254,512,6822622,28,51,414573
329000,LINCOLN UNIVERSITY,2017_2018,PA,193520999,Public,1579,3064,6305741,1659,4004,6571470,278,725,3816562,617,1224,8930442,16,35,121559
329100,UNITED LUTHERAN SEMINARY,2017_2018,PA,173251795,Private-Nonprofit,-,-, -,2,2,20500,83,147,1299543,-,-, -,1,1,6969
329300,LYCOMING COLLEGE,2017_2018,PA,177015192,Private-Nonprofit,834,1583,3604882,913,1734,2896621,-,-, -,240,446,3372125,-,-, -
329400,MANOR COLLEGE,2017_2018,PA,190463399,Private-Nonprofit,505,889,1652717,533,1124,1967864,-,-, -,113,214,1022990,-,-, -
329600,MARYWOOD UNIVERSITY,2017_2018,PA,185091598,Private-Nonprofit,1177,2271,4998489,1341,2724,4870581,715,1557,13926039,335,690,5205321,173,329,2801410
329700,MERCYHURST UNIVERSITY,2017_2018,PA,165460001,Private-Nonprofit,1964,3667,7428681,2287,4309,8363082,178,382,2782645,441,821,6406391,49,131,1597795
329800,MESSIAH COLLEGE,2017_2018,PA,170550000,Private-Nonprofit,1456,2828,6289430,1591,3097,4982186,394,872,5328227,292,568,4805892,24,56,354526
330000,MOORE COLLEGE OF ART & DESIGN,2017_2018,PA,191031190,Private-Nonprofit,290,553,1252869,315,640,1066004,22,44,412734,122,256,3228353,11,23,301333
330100,MORAVIAN COLLEGE,2017_2018,PA,180186650,Private-Nonprofit,1273,2465,5511688,1431,2983,4650165,120,249,1996628,417,838,8213381,8,18,85620
330200,MOUNT ALOYSIUS COLLEGE,2017_2018,PA,166301999,Private-Nonprofit,847,1586,3322343,896,1797,3223848,30,55,398048,283,579,3294482,2,3,11171
330300,CARLOW UNIVERSITY,2017_2018,PA,152133165,Private-Nonprofit,1036,1914,4314782,1107,2198,4380718,672,1540,10297081,189,356,2316756,69,158,873714
330400,MUHLENBERG COLLEGE,2017_2018,PA,181045586,Private-Nonprofit,927,1850,3968806,1061,2144,3616228,-,-, -,215,456,4570805,-,-, -
330600,UNIVERSITY OF VALLEY FORGE,2017_2018,PA,194602399,Private-Nonprofit,498,1000,1951213,529,1124,1943749,23,67,280823,150,320,2107405,-,-, -
330900,PEIRCE COLLEGE,2017_2018,PA,191024699,Private-Nonprofit,1079,4031,3985615,1254,4574,6661745,85,364,1287742,17,69,192697,-,-, -
331100,SALUS UNIVERSITY,2017_2018,PA,190271598,Private-Nonprofit,-,-, -,-,-, -,662,2480,29715500,-,-, -,386,1685,10876406
331300,WIDENER UNIVERSITY,2017_2018,PA,190135792,Private-Nonprofit,1887,3873,8368440,2249,4611,8266058,2335,5464,49395346,512,1010,10022751,726,1529,15363561
331500,BLOOMSBURG UNIVERSITY OF PENNSYLVANIA,2017_2018,PA,178151301,Public,4854,9931,20918133,5583,12229,20437949,302,867,6084734,1405,2831,16883582,35,76,274784
331600,CALIFORNIA UNIVERSITY OF PENNSYLVANIA,2017_2018,PA,154191394,Public,3474,6964,14594412,3786,7588,15657553,1301,3236,24487239,689,1316,7676557,120,265,1180385
331700,CHEYNEY UNIVERSITY OF PENNSYLVANIA,2017_2018,PA,193190200,Public,353,664,1313331,355,837,1358650,16,33,241989,120,229,1339570,3,6,15252
331800,CLARION UNIVERSITY OF PENNSYLVANIA,2017_2018,PA,162141232,Public,2675,5400,10628624,2812,6274,10313715,571,1259,8650199,627,1326,7919388,69,148,672931
332000,EAST STROUDSBURG UNIVERSITY,2017_2018,PA,183012999,Public,3613,6702,14480091,3985,7901,14461640,264,530,4329855,928,1921,11432367,30,65,309510
332100,EDINBORO UNIVERSITY OF PENNSYLVANIA,2017_2018,PA,164440001,Public,2803,5421,10778521,2960,5960,10710889,908,1798,13738310,572,1142,6319723,148,225,1197744
332200,KUTZTOWN UNIVERSITY OF PENNSYLVANIA,2017_2018,PA,195309339,Public,4728,8749,19353090,5323,10683,18522997,422,732,6318480,1165,2214,15180375,16,28,158251
332300,LOCK HAVEN UNIVERSITY OF PENNSYLVANIA,2017_2018,PA,177452439,Public,2427,4418,9354284,2682,5276,8815952,313,616,5802058,603,1203,6932030,95,190,1409619
332400,MANSFIELD UNIVERSITY,2017_2018,PA,169331123,Public,1357,2505,5366176,1428,2627,4974593,17,31,151360,320,623,4306107,-,-, -
332500,MILLERSVILLE UNIVERSITY,2017_2018,PA,175511800,Public,3726,7228,15388726,4033,7668,14105160,320,760,5334129,877,1810,13628693,13,32,123567
332600,SHIPPENSBURG UNIVERSITY,2017_2018,PA,172572299,Public,3388,6318,13224360,3686,7484,12806594,387,678,5086479,885,1769,11923949,30,47,196335
332700,SLIPPERY ROCK UNIVERSITY,2017_2018,PA,160571326,Public,4492,8640,18712806,5026,10301,17913817,827,1569,13158947,1164,2400,13126087,134,298,2307280
332800,WEST CHESTER UNIVERSITY OF PENNSYLVANIA,2017_2018,PA,193830001,Public,7261,13731,29563141,8552,17259,32576736,1166,2260,17601245,1650,3326,23514841,140,328,1275387
332900,PENNSYLVANIA STATE UNIVERSITY (THE),2017_2018,PA,168021503,Public,35726,67287,149161031,36918,73148,127796864,3453,6608,68911361,8670,19132,184116827,798,2167,14605188
335000,UNIVERSITY OF THE ARTS (THE),2017_2018,PA,191029493,Private-Nonprofit,1172,2227,5057470,1283,2447,4042291,115,206,1917624,460,906,11060489,50,91,695593
335100,CAIRN UNIVERSITY,2017_2018,PA,190472942,Private-Nonprofit,489,999,2042117,479,1023,1727942,96,210,1064643,71,149,867733,-,-, -
335200,PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE,2017_2018,PA,191311694,Private-Nonprofit,-,-, -,1,3,17797,1924,8094,81289095,-,-, -,1455,7805,47047059
335300,UNIVERSITY OF THE SCIENCES IN PHILADELPHIA,2017_2018,PA,191044495,Private-Nonprofit,736,1494,3406141,747,1710,2251246,480,2207,17111745,242,509,4905670,356,923,10878696
335600,PITTSBURGH THEOLOGICAL SEMINARY,2017_2018,PA,152062596,Private-Nonprofit,-,-, -,-,-, -,40,116,465253,-,-, -,2,6,28786
335700,POINT PARK UNIVERSITY,2017_2018,PA,152221912,Private-Nonprofit,2168,4666,8943120,2426,5608,9718190,609,2093,10883418,567,1070,8176679,16,26,148386
335800,REFORMED PRESBYTERIAN THEOLOGICAL SEMINARY,2017_2018,PA,152082594,Private-Nonprofit,-,-, -,-,-, -,20,50,167532,-,-, -,-,-, -
